# Depth (Er)	r	theta (deg)	alpha (deg)	tx wannier (Er)	ty wannier (Er)	td wannier (Er)	wannier integral (Er)	tx bs (Er)	ty bs (Er)	td bs(Er)	mean 0->d1	gap 0->d1	bw d1	mean 0->d2	gap 0->d2	bw d2	mean 0->d3	gap 0->d3	bw d3
9.500000000000000000e+01	8.000000000000000444e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.733921592346412556e-06	2.619645741491345698e-06	1.105867708876022847e-11	1.418179733197682779e+01	5.700315374730213075e-07	2.967892944092352658e-07	1.676787295015573498e-08	3.382761952208342393e+01	3.382607810417629679e+01	3.086623614507288949e-03	3.451597765070448531e+01	3.451558635959974453e+01	7.781770163433066045e-04	3.510016513981211972e+01	3.509821932474908124e+01	3.895353031730053317e-03
1.000000000000000000e+00	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.966890051961799890e-01	1.740418581915404161e-01	2.644326725642014153e-03	7.843740166638585309e-01	1.987355543171517858e-01	1.860233438858920063e-01	9.728067068175075141e-04	3.595157878088858450e+00	5.076501120859253646e-01	3.200708717474980425e+00	5.579931660663548065e+00	4.148988678380245432e+00	5.483308471257547723e+00	6.280535959955524383e+00	4.149733186270776031e+00	4.614663069749720847e+00
3.000000000000000000e+00	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.463512448849429992e-01	1.409381129574193980e-01	3.716815433173046961e-03	1.408116457169970026e+00	1.514684841917958713e-01	1.373031537145446568e-01	3.630557555982901613e-03	3.953661864855740227e+00	1.564911024620437630e+00	2.718867746857089873e+00	5.790778836618067693e+00	4.544545374344566291e+00	4.998487323802333293e+00	6.626923083656310887e+00	4.788721807636935779e+00	4.128362247515615202e+00
5.000000000000000000e+00	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.290586869764153044e-02	9.972594259333716904e-02	3.547533665978709963e-03	2.105007000514758086e+00	1.034404525842531897e-01	9.043029188334709978e-02	3.573526739249508009e-03	4.529012875920773062e+00	2.671231734579340156e+00	2.283803845787909736e+00	6.206172948131698952e+00	5.097754019678037984e+00	4.492639160106183027e+00	7.162876766900136083e+00	5.566607840582527444e+00	3.699601527464863260e+00
7.000000000000000000e+00	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.558807954730400624e-02	6.811974059413436478e-02	2.288257712578200577e-03	2.770915983790714243e+00	6.774099201261438163e-02	5.719870195198054064e-02	2.332614056962243297e-03	5.239958061309168080e+00	3.817370477876356638e+00	1.911010568153326927e+00	6.801227134233455374e+00	5.816637366499287864e+00	3.998270650737981047e+00	7.827210440913272116e+00	6.454065999321997538e+00	3.381613064996642493e+00
9.000000000000000000e+00	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.255049786844569498e-02	4.651733365623218763e-02	1.270566772509962132e-03	3.369669146833958351e+00	4.410145380498326634e-02	3.606700027517609902e-02	1.301018008680284062e-03	6.057416977119729040e+00	4.993412904540997843e+00	1.522421826778732168e+00	7.526441133318128252e+00	6.662125461916468261e+00	3.522862578794176081e+00	8.581624420236003914e+00	7.423271597158845658e+00	3.015853597965235000e+00
1.100000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.891009349929320682e-02	3.216800545690345903e-02	6.695024433882836501e-04	3.903443628395895537e+00	2.898605346559850540e-02	2.302554649221469352e-02	6.857201993172959724e-04	6.962079149715273196e+00	6.116785378741439239e+00	1.455993458250852690e+00	8.341897963313108733e+00	7.592606727028748281e+00	3.068348854650573276e+00	9.400205858369590217e+00	8.454469756186600904e+00	2.663593725234087550e+00
1.300000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.091565232467336596e-02	2.260028073831599205e-02	3.491414001572437902e-04	4.384598031234647308e+00	1.933370986158692781e-02	1.495505901914405411e-02	3.566085858860148453e-04	7.928738445033043369e+00	7.072293003577779125e+00	1.484805078157724445e+00	9.221988166696837297e+00	8.574760206232753035e+00	2.635330155054193213e+00	1.026332239029440530e+01	9.486026968689190042e+00	2.369386732098988979e+00
1.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.227247474693511919e-03	1.612663211672039215e-02	1.834782382281259679e-04	4.824652346170829276e+00	1.309908074122114775e-02	9.887139132354082205e-03	1.864360749547729675e-04	8.932678107061104100e+00	8.082840652873281684e+00	1.467056350855126201e+00	1.014545287484992109e+01	9.528627065852063538e+00	2.224418503494315136e+00	1.115330122214258601e+01	1.041058506936456496e+01	2.277394282321026697e+00
1.700000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.470949463987336482e-03	1.167102945102366576e-02	9.789558374215015491e-05	5.232286683724458598e+00	9.009384827574655127e-03	6.646994130937475091e-03	9.876452388898483811e-05	9.951241568381455238e+00	9.120512305583085677e+00	1.382899626289062267e+00	1.109270995045358887e+01	1.058151146986010005e+01	1.836651226899975731e+00	1.205277642411705052e+01	1.134330168968788932e+01	2.111212106363908880e+00
1.900000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.850449152239228706e-03	8.553324540348379926e-03	5.317945080355288722e-05	5.613764092221011914e+00	6.283380895197736987e-03	4.537737105322192828e-03	5.317636582746298850e-05	1.097022211468803654e+01	1.016520016796495973e+01	1.283674806188187745e+00	1.204094986477547380e+01	1.161990981207389950e+01	1.473508760519048666e+00	1.294765498056903041e+01	1.227583026927174892e+01	1.867345454135890925e+00
2.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.312715628849294575e-03	7.353568944567386544e-03	3.946976320161548981e-05	5.796166639409156218e+00	5.272854660469161563e-03	3.769192462759072583e-03	3.926962827323007832e-05	1.147501361041337198e+01	1.068535239254303981e+01	1.293669987305209990e+00	1.251056060396783565e+01	1.212343732455259904e+01	1.301711242726880435e+00	1.338888984435295093e+01	1.274134057544568321e+01	1.747790268428178972e+00
2.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.677713664928153346e-05	3.582466370841905223e-03	9.512308951325195783e-06	6.641282437605349642e+00	2.290420746179350556e-03	1.561389701355604068e-03	9.178964791584391311e-06	1.388815778822817748e+01	1.320976005352720506e+01	1.210352689811230453e+00	1.477034303095178558e+01	1.445498553826518773e+01	6.387925555848048553e-01	1.546564032944110956e+01	1.501441077483391062e+01	1.202045862598537296e+00
3.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.202383814509519216e-04	1.835154302129657963e-03	2.540292901548108700e-06	7.400101181941669992e+00	1.057151915289296709e-03	6.905892278572950144e-04	2.354317236303617167e-06	1.605746382074862311e+01	1.553292953525615161e+01	1.048625920676958589e+00	1.684270345804695523e+01	1.659210889490372764e+01	4.471388496886663511e-01	1.738618623157084642e+01	1.702871573227481505e+01	8.812728942794589848e-01
3.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.236564840551112079e-04	9.780804200522001494e-04	7.403972629794494556e-07	8.095015468464485053e+00	5.125602286698421883e-04	3.220045810549722332e-04	6.480188845775069345e-07	1.797956788290512975e+01	1.762076126382909891e+01	7.916399306986434681e-01	1.873032936683007676e+01	1.853812601860048304e+01	3.354516689695259402e-01	1.919101887143548524e+01	1.888868203875256668e+01	6.595301132116109244e-01
4.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.716630682073057019e-04	5.384423880409446245e-04	2.324047438191672471e-07	8.740045527906620038e+00	2.588751340116991892e-04	1.568401569666776074e-04	1.833866744880859622e-07	1.972588406726098498e+01	1.949390535467907881e+01	4.930396168176223171e-01	2.044137357286195567e+01	2.033441367755515117e+01	2.053090627695519643e-01	2.089314560044093128e+01	2.066410713819291800e+01	4.576344616964709289e-01
4.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.202272532833955992e-04	3.045864631613065358e-04	7.771683469805582672e-08	9.344687011839099000e+00	1.353365327469572329e-04	7.926040798805528316e-05	4.625028062529151773e-08	2.133979803829948452e+01	2.119283811489785307e+01	3.050913428563202245e-01	2.202891566677463331e+01	2.196935446658063285e+01	1.153168179772254831e-01	2.248455819957518287e+01	2.233989362814018520e+01	2.891871331123514466e-01
5.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	8.104021501373950267e-05	1.763627160207497475e-04	2.744657924030622399e-08	9.915738106815956243e+00	7.289054477009073406e-05	4.133593214372525450e-05	4.412500697074592249e-09	2.284852062901765990e+01	2.275616052840147319e+01	1.890194920078602792e-01	2.351947782467263082e+01	2.348567358052130771e+01	6.591917739925889919e-02	2.398057006439546868e+01	2.388918724057819531e+01	1.828141354987913303e-01
5.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.371965544453739555e-05	1.042154009037401819e-04	1.016496534516290924e-08	1.045827022471339696e+01	4.027975624785562307e-05	2.215896752055736448e-05	9.888931786720261963e-09	2.427174752345905162e+01	2.421372208585164287e+01	1.177351755142161949e-01	2.492979324576731770e+01	2.491023412045671748e+01	3.835071044016657993e-02	2.539604322713730511e+01	2.533805139940332296e+01	1.160778260109509574e-01
6.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.538208246649688238e-05	6.269892252892612287e-05	3.925309810785798157e-09	1.097618884830088248e+01	2.277599565901818214e-05	1.216624752338517743e-05	1.340857189771171768e-08	2.562359508897086613e+01	2.558699614867847671e+01	7.387720604894099097e-02	2.627209605117243285e+01	2.626057253072125519e+01	2.268687341726405293e-02	2.674283132756572812e+01	2.670577901366827689e+01	7.418758364977051656e-02
6.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.328141618272165685e-05	3.833194048029688083e-05	1.573027990681718250e-09	1.147257890468567609e+01	1.314042743087325389e-05	6.825437774992105898e-06	1.415526823202818466e-08	2.691447380373346476e+01	2.689124525626315787e+01	4.674178644232185320e-02	2.755568406065082243e+01	2.754878117389024439e+01	1.363051147758653769e-02	2.803029095582901320e+01	2.800643266822609689e+01	4.777647399713202958e-02
7.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.535045192219303088e-05	2.377656811499625355e-05	6.515991911012873958e-10	1.194992832495851154e+01	7.720660955633880038e-06	3.902402205960015663e-06	1.561512530065013726e-08	2.815233818714274605e+01	2.813748697576639657e+01	2.982739742328632815e-02	2.878784632033558211e+01	2.878364815195746829e+01	8.307790284305838213e-03	2.926585461141780797e+01	2.925036655160441867e+01	3.101594437860910602e-02
7.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.015934728131190820e-05	1.494346878546315328e-05	2.780765741935680544e-10	1.241027867993341971e+01	4.605998438704083514e-06	2.272394700854676874e-06	1.716388935276910721e-08	2.934346008613805168e+01	2.933389062007348969e+01	1.919677529167884700e-02	2.997443916787367968e+01	2.997185029698962211e+01	5.131327308109945307e-03	3.045550782578510507e+01	3.044537097309704521e+01	2.029919428508009105e-02
8.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.755691460399090063e-06	9.505621369993733975e-06	1.219198752550985618e-10	1.285533009194438847e+01	2.801273752618422402e-06	1.330014338835582011e-06	1.631155296727068715e-08	3.049291151916579778e+01	3.048669650936344766e+01	1.245835312403187345e-02	3.112026153060823574e+01	3.111864460726512860e+01	3.208653997944566072e-03	3.160414669132826049e+01	3.159745870491890685e+01	1.339201585924953974e-02
8.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.516157595721937695e-06	6.113898834215294420e-06	5.478164818454268784e-11	1.328651635953121968e+01	1.719026774939323016e-06	7.981216379902497660e-07	1.724523627805868431e-08	3.160487744101720153e+01	3.160080945043372935e+01	8.150669057279458229e-03	3.222930992745190792e+01	3.222828812548912225e+01	2.029484277073834164e-03	3.271583673641391954e+01	3.271138969471409297e+01	8.904128004992628576e-03
9.000000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.035867594456444873e-06	3.972848414914822655e-06	2.517112612051731619e-11	1.370506004210624340e+01	1.070384074073693972e-06	4.850365310285747328e-07	1.914539338328767604e-08	3.268286700407762879e+01	3.268018406111735885e+01	5.373912827941751402e-03	3.330495794212808391e+01	3.330430516363447424e+01	1.297411557629857271e-03	3.379399980681563420e+01	3.379102054900157270e+01	5.964812078815384666e-03
9.500000000000000000e+01	7.000000000000000666e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.052377343345951240e-06	2.606240904967707051e-06	1.180939982284513720e-11	1.411201368586362648e+01	6.665002401421392386e-07	2.961489463753057966e-07	1.576893901046594326e-08	3.372986185139977522e+01	3.372807938102566538e+01	3.569534587249734159e-03	3.435008628378676576e+01	3.434966501855508625e+01	8.377096369613923343e-04	3.484155043798962481e+01	3.483954007181997525e+01	4.024698555291195134e-03
1.000000000000000000e+00	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.969533525391179429e-01	1.739627674305048444e-01	2.640754895288298289e-03	7.831740246842050501e-01	1.992560185529664574e-01	1.856517411021501307e-01	9.376137310387148158e-04	3.595184686220099124e+00	5.074100239670173984e-01	3.200043101674550527e+00	5.579810842169010243e+00	4.141417436069881219e+00	5.491183852680928013e+00	6.280182817214214452e+00	4.142711744083451109e+00	4.622394581723209050e+00
3.000000000000000000e+00	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.480562666763516888e-01	1.403013359565868923e-01	3.607060079094150107e-03	1.399817382958961964e+00	1.534495475527161423e-01	1.364611851272941323e-01	3.514402631531627144e-03	3.952313789792003096e+00	1.562745267927572401e+00	2.720882881063177550e+00	5.788557186932375309e+00	4.529742978554543775e+00	5.025292388247643238e+00	6.623435391496950153e+00	4.772372249952236523e+00	4.149353365168590102e+00
5.000000000000000000e+00	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.514385835878963471e-02	9.911490966503859468e-02	3.466903895924718006e-03	2.087446867968858477e+00	1.061631122808151806e-01	8.968377711599895274e-02	3.492168895624629937e-03	4.523824891216817079e+00	2.665247764669974373e+00	2.282533630791757417e+00	6.198037470974897545e+00	5.069956971012980596e+00	4.534658846354616024e+00	7.153466251166510581e+00	5.546405218704130391e+00	3.697539695514263869e+00
7.000000000000000000e+00	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.760926065052342226e-02	6.767255256375112604e-02	2.258526424269103640e-03	2.745365484386006028e+00	7.042771267231082155e-02	5.667969614182463006e-02	2.303189048203191196e-03	5.228486456736959553e+00	3.805769587979048740e+00	1.909051418963911395e+00	6.783591220051485848e+00	5.773923597635118199e+00	4.051793543387413266e+00	7.810584498603550863e+00	6.434240541188378515e+00	3.360605286594187113e+00
9.000000000000000000e+00	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.409662798717097432e-02	4.620645280088443718e-02	1.265950940386504839e-03	3.338093428398864138e+00	4.639946638632190534e-02	3.572738443626511523e-02	1.297005128473954511e-03	6.038068770859791101e+00	4.974519551733931344e+00	1.521937758047097411e+00	7.497228933168141651e+00	6.603774143454350209e+00	3.584627614021909103e+00	8.556000012694516599e+00	7.406366170710754204e+00	2.968069612815741998e+00
1.100000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.999154529321172519e-02	3.195073407476171912e-02	6.726067204855701483e-04	3.867188648987320398e+00	3.082613409397174861e-02	2.280410358925364853e-02	6.893653187678191584e-04	6.932092324568023045e+00	6.091070188250776951e+00	1.454651999667323059e+00	8.299865052086557782e+00	7.519211686240344861e+00	3.135339154470390355e+00	9.364024226895196534e+00	8.440592237806544773e+00	2.585581571793811317e+00
1.300000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.162891928588138599e-02	2.244587201598374424e-02	3.532718287456225285e-04	4.344422734982511969e+00	2.076263527087213179e-02	1.480896669003114487e-02	3.611141882521031951e-04	7.884870164138182425e+00	7.027155502344357707e+00	1.508860004404342314e+00	9.167166117120743252e+00	8.487762958286385384e+00	2.704680438906928330e+00	1.021491098342266035e+01	9.417979081169633560e+00	2.427998195871879261e+00
1.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.674273728149861251e-03	1.601507751645758759e-02	1.868067584282324619e-04	4.780991294197654895e+00	1.419367719866133221e-02	9.789339690186811549e-03	1.899916945047343253e-04	8.870949382018636697e+00	8.016656973527606311e+00	1.473750134478192031e+00	1.007988362704248608e+01	9.485607804060403936e+00	2.293437865593713099e+00	1.109134380274661424e+01	1.028790754141438590e+01	2.352634175571059583e+00
1.700000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	3.734708360501320414e-03	1.158928125959463387e-02	1.002215319924661536e-04	5.185416615635730864e+00	9.843601167284572045e-03	6.580575132670322611e-03	1.012130529837194980e-04	9.874080496264213025e+00	9.032346137548938003e+00	1.502543057290125272e+00	1.101321283415985697e+01	1.049525012339240959e+01	1.902917204363081982e+00	1.197673139044842472e+01	1.119363077314980792e+01	2.158955568994746610e+00
1.900000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.992132530429165192e-03	8.492686507205630952e-03	5.471280445462185446e-05	5.563883812889353742e+00	6.918743610714896825e-03	4.492020154394956236e-03	5.476891793105274388e-05	1.087545684105007027e+01	1.005481897713840311e+01	1.403043268895403539e+00	1.195005785634020512e+01	1.150335748535695402e+01	1.534993552191938004e+00	1.285730464312194243e+01	1.211749553083780206e+01	1.914299693902895338e+00
2.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.410444427669166854e-03	7.301133062909002241e-03	4.070130577022607629e-05	5.744841888953251541e+00	5.827653571559773815e-03	3.731083546331956727e-03	4.054038097849239387e-05	1.137117434565118756e+01	1.056401397762104644e+01	1.354351707086532963e+00	1.241471144025572215e+01	1.198114487923007943e+01	1.360201527786599973e+00	1.329083632838508500e+01	1.258040722148882651e+01	1.792876036206477508e+00
2.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.982370872145663227e-05	3.556234722057471237e-03	9.909493652653102215e-06	6.583217378638984485e+00	2.575371448641808510e-03	1.545397353748433761e-03	9.575621353018681434e-06	1.374324441635831917e+01	1.303894028492227264e+01	1.309546319349064847e+00	1.465313540384345536e+01	1.439444695630604976e+01	6.072364847504809759e-01	1.534004568783164935e+01	1.484601313239029530e+01	1.233831466593845239e+00
3.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.646443875233804328e-04	1.821407866418058973e-03	2.669185581138197130e-06	7.335929773100042794e+00	1.207192420658504718e-03	6.834495713022108697e-04	2.478096179242290226e-06	1.588448001604783855e+01	1.532745666617325497e+01	1.132713411837992901e+00	1.670867676586626160e+01	1.647624391347488526e+01	4.658418075264547653e-01	1.724038298125995894e+01	1.688124227773435848e+01	8.755394193429921756e-01
3.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.667967131365005067e-04	9.706083857088912328e-04	7.838187349919309563e-07	8.025222813763992491e+00	5.936458008257455192e-04	3.186616350729170829e-04	6.883250783300938841e-07	1.778838418116336939e+01	1.739615443353432767e+01	8.671666727229343508e-01	1.858050345210679666e+01	1.838412968454548491e+01	3.478400781691659560e-01	1.902855901348923950e+01	1.873200702059572365e+01	6.483551443682094018e-01
4.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.061150609353970694e-04	5.342576085377282423e-04	2.476877518602804474e-07	8.665019090998931972e+00	3.037910040484325205e-04	1.552043097646652395e-04	1.973986762171237361e-07	1.952061917034433591e+01	1.925993806390353669e+01	5.547500697780574086e-01	2.027751242819917721e+01	2.016638587357865831e+01	2.137718845104670251e-01	2.071609905357378878e+01	2.049154497417757526e+01	4.492316137329641634e-01
4.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.456914670934440943e-04	3.021830827913079111e-04	8.333275468272266734e-08	9.264744964273937455e+00	1.607868188954302002e-04	7.843145373794923984e-05	5.118384772549895712e-08	2.112296555416315158e+01	2.095345828870757288e+01	3.522121487144662666e-01	2.185143466265687096e+01	2.178884981620044670e+01	1.213484698195976819e-01	2.229432955186977949e+01	2.215323237921752053e+01	2.823178329948721199e-01
5.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.918050589102826936e-05	1.749522841460477568e-04	2.959482266398500219e-08	9.831147423348976844e+00	8.761111442201702584e-05	4.090349567695186067e-05	5.188027719016038986e-09	2.262128029111478966e+01	2.251208593340243880e+01	2.236123800718843313e-01	2.332935486919351931e+01	2.329346018466026891e+01	7.006237720340280362e-02	2.377765505545211511e+01	2.368897740553263986e+01	1.775252703006096056e-01
5.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.640376725911544822e-05	1.033719079471742013e-04	1.101751008299742076e-08	1.036925890494517333e+01	4.896016736762910659e-05	2.192077743784449570e-05	9.156624992522760520e-09	2.403471703938610915e+01	2.396447792306363667e+01	1.425787328977463631e-01	2.472778693012411111e+01	2.470681311574830730e+01	4.114914188516394233e-02	2.518093964167423593e+01	2.512495302134451336e+01	1.121263387729669603e-01
6.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.416955441373511900e-05	6.218596823209286500e-05	4.275162579316753224e-09	1.088295447339222122e+01	2.797371576089774728e-05	1.203802824709782580e-05	1.304986046936525146e-08	2.537721228662345752e+01	2.533189112110691354e+01	9.150919758393172287e-02	2.605882773740987091e+01	2.604635507159485641e+01	2.456410080739246382e-02	2.651598843033692887e+01	2.648040411492370794e+01	7.128236385841901779e-02
6.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.934538478004251568e-05	3.801528266930613527e-05	1.721041174197445636e-09	1.137529480690814587e+01	1.630541518026125142e-05	6.753950052347857500e-06	1.566020953298731917e-08	2.665911909632855270e+01	2.662971311191484247e+01	5.918212804888867140e-02	2.733167948803988168e+01	2.732414118851266238e+01	1.488786979669143307e-02	2.779210090818986956e+01	2.776930954266801876e+01	4.565971482113440061e-02
7.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.953171442367242561e-05	2.357841787316518518e-05	7.159748980789727755e-10	1.184874815134140746e+01	9.676836265973482246e-06	3.855150521632358732e-06	1.569063859895546142e-08	2.788836692525300620e+01	2.786915708424604787e+01	3.858437518707091840e-02	2.855355983665672781e+01	2.854893574684699331e+01	9.151199147851230009e-03	2.901666009742315566e+01	2.900194418024694443e+01	2.948156510254662521e-02
7.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.304575538846112394e-05	1.481793207770176112e-05	3.068003627619040732e-10	1.230533984470977060e+01	5.830711246848278361e-06	2.245005228462100530e-06	1.631562557236003950e-08	2.907120814644049744e+01	2.905856645306979757e+01	2.536018143292650961e-02	2.973026945553158384e+01	2.972739417823961361e+01	5.698874071047299594e-03	3.019561173307141644e+01	3.018603242749196269e+01	1.919002099269206951e-02
8.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	8.752959541524077468e-06	9.425180734208261452e-06	1.350308066655047347e-10	1.274675644041185052e+01	3.567191060187824145e-06	1.324778575721864878e-06	1.567936583384720342e-08	3.021269505731790161e+01	3.020431299579806250e+01	1.680179535274106684e-02	3.086656258318930668e+01	3.086475224934557815e+01	3.592170066077926549e-03	3.133382003657131065e+01	3.132753428837770926e+01	1.259115832249335654e-02
8.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	5.902519611762637881e-06	6.061812053408383090e-06	6.089548258782021868e-11	1.317442025943457473e+01	2.210026814135510536e-06	7.931211379315120885e-07	1.543507253179178077e-08	3.131699242656243953e+01	3.131139308747540184e+01	1.121814093172446292e-02	3.196639908822949394e+01	3.196524604297591310e+01	2.289878354318375386e-03	3.243532457523658508e+01	3.243116775677822261e+01	8.325932841664496209e-03
9.000000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	4.001666314246812419e-06	3.938792278007201083e-06	2.808313873971791145e-11	1.358954405090363693e+01	1.389850320841808677e-06	4.840572308244847368e-07	1.843546386606532560e-08	3.238758952979457462e+01	3.238382173159080679e+01	7.546164193939830511e-03	3.303312199072703947e+01	3.303237969522190554e+01	1.475107037713030422e-03	3.350352561202700485e+01	3.350075593003241892e+01	5.547082123030122602e-03
9.500000000000000000e+01	6.000000000000000888e-01	9.162669999999999959e+01	0.000000000000000000e+00	2.727825227636766427e-06	2.583771677961443596e-06	1.321656936282310019e-11	1.399317189803692862e+01	8.767544223454732527e-07	2.934422067401437628e-07	1.647945114917337417e-08	3.342744907387136521e+01	3.342489577817633517e+01	5.112593846163804301e-03	3.406958616103550952e+01	3.406910351658666514e+01	9.596026975415838933e-04	3.454131941346533097e+01	3.453946059176222860e+01	3.722519412967528751e-03
1.000000000000000000e+00	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.973531710699251707e-01	1.738239572538594624e-01	2.636859728754176440e-03	7.812602095566971716e-01	2.000592350079371806e-01	1.850662135069937597e-01	8.829234394814322335e-04	3.595345871468438759e+00	5.070355698488859808e-01	3.198979642659227629e+00	5.579679533880268494e+00	4.129678102818472141e+00	5.503340906314880598e+00	6.279745423384337499e+00	4.131884495959380565e+00	4.634314707990399462e+00
3.000000000000000000e+00	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	1.507327864943383278e-01	1.392917224632952422e-01	3.433310470905784166e-03	1.386424753340721017e+00	1.565700364141688061e-01	1.351361540657736449e-01	3.329424169797502546e-03	3.950817297853447485e+00	1.559343143944798227e+00	2.724047046630950319e+00	5.785455942495888237e+00	4.507219411614014071e+00	5.066737421747584236e+00	6.618612149944519629e+00	4.747449631011921412e+00	4.181498888618595089e+00
5.000000000000000000e+00	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	9.873935330999672466e-02	9.814940160088696242e-02	3.334847504088688484e-03	2.059095146247909014e+00	1.105539047590147622e-01	8.851079992922561424e-02	3.358673679355178836e-03	4.515902539986623943e+00	2.655784973893905665e+00	2.281332973951708532e+00	6.186084391971014895e+00	5.028552384052935587e+00	4.597678851060186034e+00	7.140465793429736863e+00	5.515958162337801340e+00	3.743751351991460474e+00
7.000000000000000000e+00	5.000000000000001110e-01	9.162669999999999959e+01	0.000000000000000000e+00	6.092123454352182943e-02	6.696744432222119514e-02	2.207048140402580270e-03	2.704016073150978361e+00	7.485292803585889831e-02	5.586565418681742334e-02	2.252230986608450350e-03	5.210290338906402141e+00	3.787313068443592279e+00	1.903436794748062377e+00	6.757139616455011044e+00	5.711860394095680249e+00	4.127783731857049609e+00	7.786827433939732757e+00	6.404657831901595877e+00	3.333420810623707098e+00
